Height,Weight,Reach,STANCE,DOB,name,link
"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",Erik Perez,http://www.ufcstats.com/fighter-details/af62f99eb7606308
"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",Kimo Leopoldo,http://www.ufcstats.com/fighter-details/08ae5cd9aef7ddd3
"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",Raoni Barcelos,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7
"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",Riki Fukuda,http://www.ufcstats.com/fighter-details/7c35f869033901ae
"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974",Richie Hightower,http://www.ufcstats.com/fighter-details/318e629d1eb7aa49
"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980",Josh Bryant,http://www.ufcstats.com/fighter-details/01f022fa494188e2
"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",Artem Lobov,http://www.ufcstats.com/fighter-details/02f2a9702ba3d167
"5' 9""",155 lbs.,--,Orthodox,"Nov 24, 1987",Chris Heatherly,http://www.ufcstats.com/fighter-details/bad8be5827ea1bf1
"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",Michel Pereira,http://www.ufcstats.com/fighter-details/595db60957de51d3
"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",Marcel Fortuna,http://www.ufcstats.com/fighter-details/d761b3766e38c5db
"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",Cody McKenzie,http://www.ufcstats.com/fighter-details/7be63795363029e8
"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",Dan Moret,http://www.ufcstats.com/fighter-details/66e98b3bb5fc5250
"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",Marc-Andre Barriault,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d
"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",Dominick Reyes,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",Gleison Tibau,http://www.ufcstats.com/fighter-details/75e5fec9f72910ef
"5' 11""",183 lbs.,--,Open Stance,--,Flavio Luiz Moura,http://www.ufcstats.com/fighter-details/ab35634d1a8c7a11
"6' 2""",250 lbs.,--,Southpaw,"Jun 08, 1958",Dan Severn,http://www.ufcstats.com/fighter-details/c670aa48827d6be6
"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",Krzysztof Soszynski,http://www.ufcstats.com/fighter-details/59583ff832fe9d68
"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",Rodney Wallace,http://www.ufcstats.com/fighter-details/b9415726dc3ec526
"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",Dan Stittgen,http://www.ufcstats.com/fighter-details/cc3147b49c7d7d92
"6' 0""",155 lbs.,"73""",Orthodox,--,Curt Warburton,http://www.ufcstats.com/fighter-details/2721bb808bb2523c
"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",Mark Coleman,http://www.ufcstats.com/fighter-details/21b8a0f5c231096f
"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",Rousimar Palhares,http://www.ufcstats.com/fighter-details/8ddf9c51c5fdea75
"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",Sultan Aliev,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e
"6' 2""",170 lbs.,--,Orthodox,"Mar 22, 1985",Mike Jackson,http://www.ufcstats.com/fighter-details/0641c21bec209472
"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",Kris McCray,http://www.ufcstats.com/fighter-details/baed16f18348908e
"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f
"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",Mario Miranda,http://www.ufcstats.com/fighter-details/df2bf09c99594848
"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",Chris Tuchscherer,http://www.ufcstats.com/fighter-details/df05aa15b2d66f57
"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993",Luana Carolina,http://www.ufcstats.com/fighter-details/528b071cf3da7c56
"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",Jason MacDonald,http://www.ufcstats.com/fighter-details/2be6596a9db33bf5
"5' 8""",125 lbs.,--,Orthodox,"Nov 28, 1983",Shane Howell,http://www.ufcstats.com/fighter-details/a7de976620f2ed13
"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",Milana Dudieva,http://www.ufcstats.com/fighter-details/072a10e85f7d4bff
"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979",John Alessio,http://www.ufcstats.com/fighter-details/7a15f3694c5cbc02
"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976",Floyd Sword,http://www.ufcstats.com/fighter-details/5330fe7e4c3af81c
"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975",Samy Schiavo,http://www.ufcstats.com/fighter-details/1208ffc5be6e31ad
"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",Dustin Kimura,http://www.ufcstats.com/fighter-details/fe91d254db77a7fc
"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",Kevin Ferguson,http://www.ufcstats.com/fighter-details/27541033b97c076d
"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",Stanislav Nedkov,http://www.ufcstats.com/fighter-details/1d4bbaabd8b60173
"5' 10""",185 lbs.,--,Orthodox,--,Paul Herrera,http://www.ufcstats.com/fighter-details/440c9dbab63528fb
"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",Jason Black,http://www.ufcstats.com/fighter-details/b2f743746e8dcfa2
"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",Junior Assuncao,http://www.ufcstats.com/fighter-details/d0d7160824278840
"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",Gabriel Benitez,http://www.ufcstats.com/fighter-details/436f970c9ea9169c
"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984",Ricardo Abreu,http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd
"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",Seth Baczynski,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a
"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",Nate Mohr,http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab
"5' 9""",200 lbs.,--,Orthodox,--,Mark Schultz,http://www.ufcstats.com/fighter-details/c1684f00c626f4c0
"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",Icho Larenas,http://www.ufcstats.com/fighter-details/49efbdc6c9f650c4
"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",Julia Avila,http://www.ufcstats.com/fighter-details/86d9dbe1bfcbade7
"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",Bea Malecki,http://www.ufcstats.com/fighter-details/b60c980f79b87ce8
"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",Tim Elliott,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
"5' 8""",135 lbs.,--,Southpaw,"Feb 15, 1984",Alex Soto,http://www.ufcstats.com/fighter-details/d18dbcb0f8e2b55d
"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",Jeremy Kennedy,http://www.ufcstats.com/fighter-details/68f6e96c5fa6e044
"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",Jake Ellenberger,http://www.ufcstats.com/fighter-details/d81ac739417d7f53
--,--,--,,--,Saeed Hosseini,http://www.ufcstats.com/fighter-details/21f2974fd08085e3
"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",Gavin Tucker,http://www.ufcstats.com/fighter-details/da816417a579a0bd
"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975",Wade Shipp,http://www.ufcstats.com/fighter-details/a9a314cc77d90b6e
"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970",Antonio McKee,http://www.ufcstats.com/fighter-details/3414b50b08a10600
"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",Askar Askarov,http://www.ufcstats.com/fighter-details/b1d19449397541dc
"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",Roan Carneiro,http://www.ufcstats.com/fighter-details/1c86754617d9813a
"6' 0""",229 lbs.,--,Orthodox,--,Mario Neto,http://www.ufcstats.com/fighter-details/1209b5134401ca53
"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",Fabio Maldonado,http://www.ufcstats.com/fighter-details/1fb80f46d3c105d9
"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",Rob Emerson,http://www.ufcstats.com/fighter-details/dc0f07928009a127
"6' 0""",335 lbs.,--,Orthodox,--,Chris Condo,http://www.ufcstats.com/fighter-details/41e77dc504a192c6
"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",Edson Barboza,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
"5' 10""",145 lbs.,--,Orthodox,"Mar 14, 1982",Estevan Payan,http://www.ufcstats.com/fighter-details/d0a5ef38a7778ac2
"6' 2""",240 lbs.,--,Orthodox,--,Larry Cureton,http://www.ufcstats.com/fighter-details/46f11d15c0134fe3
"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991",Rodrigo de Lima,http://www.ufcstats.com/fighter-details/a4dc47001f202bcd
"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",Joe Giannetti,http://www.ufcstats.com/fighter-details/946db8a378903cc3
"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",Jon Delos Reyes,http://www.ufcstats.com/fighter-details/0d0351c20169a499
"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",Matt Dwyer,http://www.ufcstats.com/fighter-details/8f0d576beba1cfcd
"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",Edilberto de Oliveira,http://www.ufcstats.com/fighter-details/afdb76fbd86f6d11
"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",Makwan Amirkhani,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981",Matt Veach,http://www.ufcstats.com/fighter-details/5731cc327790b731
"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966",Jeff Newton,http://www.ufcstats.com/fighter-details/94609dd91731d428
"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",Glaico Franca Moreira,http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21
"5' 10""",155 lbs.,"73""",Orthodox,"May 24, 1994",Josh Culibao,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
"5' 6""",125 lbs.,"66""",,"Jun 25, 1987",Melinda Fabian,http://www.ufcstats.com/fighter-details/8c020156779f7888
--,--,--,,--,Adriano Santos,http://www.ufcstats.com/fighter-details/c6e6926a81adcd00
"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",Chris de la Rocha,http://www.ufcstats.com/fighter-details/e51ee8ded927fc51
"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",Cameron Dollar,http://www.ufcstats.com/fighter-details/3bbcd63a016d9715
"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",Jason Novelli,http://www.ufcstats.com/fighter-details/459e4dc69ec669b2
"5' 8""",170 lbs.,--,Orthodox,"May 28, 1982",Brian Melancon,http://www.ufcstats.com/fighter-details/eee7dafac7d672b5
"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",Mark Hominick,http://www.ufcstats.com/fighter-details/0a97691039c4bbfb
"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",Mats Nilsson,http://www.ufcstats.com/fighter-details/a9bcf8717dd12532
"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",Teemu Packalen,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",Iuri Alcantara,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad
"5' 11""",196 lbs.,--,Orthodox,--,Tony Petarra,http://www.ufcstats.com/fighter-details/c61f66d8c3fd5f07
"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",Ivan Jorge,http://www.ufcstats.com/fighter-details/19db7ac26308178f
"6' 3""",242 lbs.,--,Orthodox,--,Marcus Silveira,http://www.ufcstats.com/fighter-details/f717b6002486f73f
"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",Gunnar Nelson,http://www.ufcstats.com/fighter-details/fd55393021a8c255
"6' 8""",245 lbs.,--,Orthodox,--,Rafael Carino,http://www.ufcstats.com/fighter-details/08a7080ff5904661
"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981",Robert Drysdale,http://www.ufcstats.com/fighter-details/d2a9be6bf2de624c
"5' 4""",125 lbs.,"65""",Orthodox,"Aug 30, 1979",Barb Honchak,http://www.ufcstats.com/fighter-details/472f6f6e6d962f40
"6' 0""",155 lbs.,--,Orthodox,"Aug 09, 1986",CJ Keith,http://www.ufcstats.com/fighter-details/c0eecd851dbf3146
"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",Lucas Martins,http://www.ufcstats.com/fighter-details/7413b80dbb0f8f9f
"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",Jason Dent,http://www.ufcstats.com/fighter-details/fa8b9e6b0c2269f8
"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",Brian Foster,http://www.ufcstats.com/fighter-details/3dc3022232b79c7a
"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981",Gilbert Smith,http://www.ufcstats.com/fighter-details/54ed8dc6f8c31207
"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead
"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689
"5' 10""",212 lbs.,--,Orthodox,--,Dwayne Cason,http://www.ufcstats.com/fighter-details/31c01fbc2586a5eb
"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979",Dylan Andrews,http://www.ufcstats.com/fighter-details/00debc804e2b1cd4
"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971",Matt Andersen,http://www.ufcstats.com/fighter-details/8738eacd62e82a32
"6' 4""",243 lbs.,--,Orthodox,"Nov 27, 1968",Colin Robinson,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77
"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",Shana Dobson,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c
"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",Luis Pena,http://www.ufcstats.com/fighter-details/2844b047183a1adb
"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",Shane Burgos,http://www.ufcstats.com/fighter-details/98d961097baaf308
"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",John Hathaway,http://www.ufcstats.com/fighter-details/28f3c2258a1d8874
"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",Daniel Spitz,http://www.ufcstats.com/fighter-details/f86cb5f25d545e0e
"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",Francimar Barroso,http://www.ufcstats.com/fighter-details/b69f24c500d783e7
"6' 0""",170 lbs.,--,Orthodox,"Jan 06, 1981",Josh Rafferty,http://www.ufcstats.com/fighter-details/ff2c606c8bc365e3
"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",Leonard Garcia,http://www.ufcstats.com/fighter-details/917e53fa0adea0d3
"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",Paul Craig,http://www.ufcstats.com/fighter-details/eabf206b162b3b83
"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",Darrell Montague,http://www.ufcstats.com/fighter-details/bffeb123b21c9aad
"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",Alberto Mina,http://www.ufcstats.com/fighter-details/4b1d46a1b5c0fd11
"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",Jordan Mein,http://www.ufcstats.com/fighter-details/2aa49b3766a59bcd
"5' 5""",135 lbs.,--,Orthodox,"Mar 18, 1981",Julie Kedzie,http://www.ufcstats.com/fighter-details/981ab7a0576f76a0
"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",Megan Anderson,http://www.ufcstats.com/fighter-details/a0e75f4a13eb73f1
"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",Josh Grispi,http://www.ufcstats.com/fighter-details/60ba33c3f555a7a3
"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",Brendan Allen,http://www.ufcstats.com/fighter-details/2f181c0467965b98
"6' 1""",230 lbs.,--,,--,Jason Fairn,http://www.ufcstats.com/fighter-details/adea9f0090aa8e14
"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986",Jason Young,http://www.ufcstats.com/fighter-details/f59e9e49ef85b469
"5' 10""",215 lbs.,--,Orthodox,--,Steve Jennum,http://www.ufcstats.com/fighter-details/ad047e3073a775f3
"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",Alvin Robinson,http://www.ufcstats.com/fighter-details/cbe79765d44bd172
"6' 1""",410 lbs.,--,Sideways,--,Thomas Ramirez,http://www.ufcstats.com/fighter-details/ea398c802d9998ee
"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",Jairzinho Rozenstruik,http://www.ufcstats.com/fighter-details/2cd428e9606856fd
"6' 3""",205 lbs.,"77""",Southpaw,"Oct 17, 1984",Luke Rockhold,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb
"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",Derrick Lewis,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb
"6' 0""",199 lbs.,--,Orthodox,"Oct 17, 1977",Joe Slick,http://www.ufcstats.com/fighter-details/80e6d71e14c1d356
"6' 2""",170 lbs.,"75""",Orthodox,"May 01, 1994",Khamzat Chimaev,http://www.ufcstats.com/fighter-details/767755fd74662dbf
"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",Manvel Gamburyan,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a
"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",Jacob Kilburn,http://www.ufcstats.com/fighter-details/637bd06c32219f0b
"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",Kyle Stewart,http://www.ufcstats.com/fighter-details/bb61823f76361297
"6' 0""",235 lbs.,--,Orthodox,--,Keigo Kunihara,http://www.ufcstats.com/fighter-details/782a2a17d3e38fdf
"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988",Anistavio Medeiros,http://www.ufcstats.com/fighter-details/2937cb502dda0808
"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",Rory MacDonald,http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e
"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",Cristina Stanciu,http://www.ufcstats.com/fighter-details/175852708cb55776
"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",Jason Brilz,http://www.ufcstats.com/fighter-details/497ba5b12a4bfc47
"5' 7""",155 lbs.,"70""",Orthodox,"Apr 04, 1992",Allan Zuniga,http://www.ufcstats.com/fighter-details/523af801b3429015
"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",Louis Gaudinot,http://www.ufcstats.com/fighter-details/b72a60a0cadff408
"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",Crafton Wallace,http://www.ufcstats.com/fighter-details/bf41b5131545da12
"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",Chad Griggs,http://www.ufcstats.com/fighter-details/fdf18227faa596dd
"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",Chris Camozzi,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b
"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",Henry Briones,http://www.ufcstats.com/fighter-details/01fcef7e3d051722
"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",Punahele Soriano,http://www.ufcstats.com/fighter-details/64facb6cc564262d
"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",Jimmy Crute,http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b
"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",Dennis Siver,http://www.ufcstats.com/fighter-details/5f87a5c00b3d17ed
"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",Jordan Griffin,http://www.ufcstats.com/fighter-details/ebef46976554f975
"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",Rameau Thierry Sokoudjou,http://www.ufcstats.com/fighter-details/d1152823307d7e7c
"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992",Ariane Carnelossi,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b
"5' 3""",145 lbs.,--,,"Jun 10, 1970",Alfonso Alcarez,http://www.ufcstats.com/fighter-details/1e38bba6738b7b10
"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",Scott Smith,http://www.ufcstats.com/fighter-details/3410cf010558dc8b
"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",Nathan Coy,http://www.ufcstats.com/fighter-details/15ec018d144710db
"5' 9""",170 lbs.,--,Orthodox,--,Mark Scanlon,http://www.ufcstats.com/fighter-details/771b60ff889661c8
"6' 1""",200 lbs.,--,,--,Geza Kalman,http://www.ufcstats.com/fighter-details/304fcd812f12c589
"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",Joe Doerksen,http://www.ufcstats.com/fighter-details/dbaaf42313af90fa
"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",Sara McMann,http://www.ufcstats.com/fighter-details/7be74a12d7352df2
"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",Bobby Southworth,http://www.ufcstats.com/fighter-details/aee8eecfc4bfb1e7
"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",Ashkan Mokhtarian,http://www.ufcstats.com/fighter-details/e9bc5748e6a76bb6
"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",Falaniko Vitale,http://www.ufcstats.com/fighter-details/445a98acb8985970
"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",Dan Henderson,http://www.ufcstats.com/fighter-details/1ccf4e7caff270df
"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",Johnny Walker,http://www.ufcstats.com/fighter-details/c21f26bbde777573
"5' 10""",170 lbs.,--,,"Sep 02, 1986",Enrique Marin,http://www.ufcstats.com/fighter-details/23a6e307077c6ccc
"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",Pedro Munhoz,http://www.ufcstats.com/fighter-details/6bd02119599741a4
"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983",Rob Broughton,http://www.ufcstats.com/fighter-details/a7d687e6ecb30981
"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",Germaine de Randamie,http://www.ufcstats.com/fighter-details/1d239d571e342453
"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",Serghei Spivac,http://www.ufcstats.com/fighter-details/e2f6b2769aaedd6c
"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",Damian Grabowski,http://www.ufcstats.com/fighter-details/3f11b5d4bd76a6d9
"5' 8""",238 lbs.,--,,--,Alberta Cerra Leon,http://www.ufcstats.com/fighter-details/6e02c318762f52f1
"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",Tim Sylvia,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559
"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",Matt Hamill,http://www.ufcstats.com/fighter-details/98b80a717b9bda17
"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",Alan Belcher,http://www.ufcstats.com/fighter-details/4130a743d9d22163
"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",Darrick Minner,http://www.ufcstats.com/fighter-details/34e516ab361afb1c
"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",Alonzo Menifield,http://www.ufcstats.com/fighter-details/a495f599e787614f
"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1977",Josh Haynes,http://www.ufcstats.com/fighter-details/6ef58dabef8beb15
"6' 4""",250 lbs.,--,Southpaw,"Sep 23, 1983",Shane del Rosario,http://www.ufcstats.com/fighter-details/85980f5da429c0a6
"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",Sean Alvarez,http://www.ufcstats.com/fighter-details/e741536153227386
"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",Forrest Griffin,http://www.ufcstats.com/fighter-details/fcffee71cff5530e
"5' 9""",135 lbs.,--,Orthodox,"Jul 22, 1986",Ramiro Hernandez,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1
"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978",Steve Vigneault,http://www.ufcstats.com/fighter-details/6888e31ce88f5b17
"5' 5""",125 lbs.,"64""",Orthodox,"Feb 07, 1991",Yao Zhikui,http://www.ufcstats.com/fighter-details/5ea918ea81b7dee2
"5' 11""",170 lbs.,--,,"Sep 27, 1986",Ryan McGillivray,http://www.ufcstats.com/fighter-details/1f9c371c93dfd3a9
"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",Rafael Fiziev,http://www.ufcstats.com/fighter-details/c814b4c899793af6
"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",Mike Kyle,http://www.ufcstats.com/fighter-details/56b8b24f65f9f057
"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",Alberto Crane,http://www.ufcstats.com/fighter-details/25433871e4eee0f4
"5' 11""",200 lbs.,--,Sideways,--,Keith Hackney,http://www.ufcstats.com/fighter-details/bf12aca029bfcc47
"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988",Damon Jackson,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8
